scenario,policy_type,model,indicator,quarter,impact
Labor Market Flexibility,structural,dsge,inflation,8,0.0
Labor Market Flexibility,structural,dsge,inflation,9,0.0
Labor Market Flexibility,structural,dsge,inflation,10,0.0
Labor Market Flexibility,structural,dsge,inflation,11,0.0
Labor Market Flexibility,structural,dsge,inflation,12,0.0
Labor Market Flexibility,structural,dsge,inflation,13,0.0
Labor Market Flexibility,structural,dsge,inflation,14,0.0
Labor Market Flexibility,structural,dsge,inflation,15,0.0
Labor Market Flexibility,structural,dsge,inflation,16,0.0
Labor Market Flexibility,structural,dsge,inflation,17,0.0
Labor Market Flexibility,structural,dsge,inflation,18,0.0
Labor Market Flexibility,structural,dsge,inflation,19,0.0
Labor Market Flexibility,structural,dsge,inflation,20,0.0
Labor Market Flexibility,structural,dsge,unemployment,0,0.0
Labor Market Flexibility,structural,dsge,unemployment,1,0.026939260838232577
Labor Market Flexibility,structural,dsge,unemployment,2,-0.06670848510218988
Labor Market Flexibility,structural,dsge,unemployment,3,-0.15013884934152305
Labor Market Flexibility,structural,dsge,unemployment,4,-0.22986426281509725
Labor Market Flexibility,structural,dsge,unemployment,5,-0.3457764822086038
Labor Market Flexibility,structural,dsge,unemployment,6,-0.391059916722239
Labor Market Flexibility,structural,dsge,unemployment,7,-0.38160410236461306
Labor Market Flexibility,structural,dsge,unemployment,8,-0.32623618118753395
Labor Market Flexibility,structural,dsge,unemployment,9,-0.35226480479654254
Labor Market Flexibility,structural,dsge,unemployment,10,-0.42911570486763256
Labor Market Flexibility,structural,dsge,unemployment,11,-0.35297741679647787
Labor Market Flexibility,structural,dsge,unemployment,12,-0.37884780158958725
Labor Market Flexibility,structural,dsge,unemployment,13,-0.3894941145711614
Labor Market Flexibility,structural,dsge,unemployment,14,-0.34248604898308516
Labor Market Flexibility,structural,dsge,unemployment,15,-0.32718913741934774
Labor Market Flexibility,structural,dsge,unemployment,16,-0.3308269012546411
Labor Market Flexibility,structural,dsge,unemployment,17,-0.3224546552471619
Labor Market Flexibility,structural,dsge,unemployment,18,-0.2301600674710523
Labor Market Flexibility,structural,dsge,unemployment,19,-0.13383551002239802
Labor Market Flexibility,structural,dsge,unemployment,20,-0.03737211376257634
Labor Market Flexibility,structural,dsge,current_account,0,0.0
Labor Market Flexibility,structural,dsge,current_account,1,0.0
Labor Market Flexibility,structural,dsge,current_account,2,0.0
Labor Market Flexibility,structural,dsge,current_account,3,0.0
Labor Market Flexibility,structural,dsge,current_account,4,0.0
Labor Market Flexibility,structural,dsge,current_account,5,0.0
Labor Market Flexibility,structural,dsge,current_account,6,0.0
Labor Market Flexibility,structural,dsge,current_account,7,0.0
Labor Market Flexibility,structural,dsge,current_account,8,0.0
Labor Market Flexibility,structural,dsge,current_account,9,0.0
Labor Market Flexibility,structural,dsge,current_account,10,0.0
Labor Market Flexibility,structural,dsge,current_account,11,0.0
Labor Market Flexibility,structural,dsge,current_account,12,0.0
Labor Market Flexibility,structural,dsge,current_account,13,0.0
Labor Market Flexibility,structural,dsge,current_account,14,0.0
Labor Market Flexibility,structural,dsge,current_account,15,0.0
Labor Market Flexibility,structural,dsge,current_account,16,0.0
Labor Market Flexibility,structural,dsge,current_account,17,0.0
Labor Market Flexibility,structural,dsge,current_account,18,0.0
Labor Market Flexibility,structural,dsge,current_account,19,0.0
Labor Market Flexibility,structural,dsge,current_account,20,0.0
Labor Market Flexibility,structural,dsge,government_debt,0,0.0
Labor Market Flexibility,structural,dsge,government_debt,1,0.0
Labor Market Flexibility,structural,dsge,government_debt,2,0.0
Labor Market Flexibility,structural,dsge,government_debt,3,0.0
Labor Market Flexibility,structural,dsge,government_debt,4,0.0
Labor Market Flexibility,structural,dsge,government_debt,5,0.0
Labor Market Flexibility,structural,dsge,government_debt,6,0.0
Labor Market Flexibility,structural,dsge,government_debt,7,0.0
Labor Market Flexibility,structural,dsge,government_debt,8,0.0
Labor Market Flexibility,structural,dsge,government_debt,9,0.0
Labor Market Flexibility,structural,dsge,government_debt,10,0.0
Labor Market Flexibility,structural,dsge,government_debt,11,0.0
Labor Market Flexibility,structural,dsge,government_debt,12,0.0
Labor Market Flexibility,structural,dsge,government_debt,13,0.0
Labor Market Flexibility,structural,dsge,government_debt,14,0.0
Labor Market Flexibility,structural,dsge,government_debt,15,0.0
Labor Market Flexibility,structural,dsge,government_debt,16,0.0
Labor Market Flexibility,structural,dsge,government_debt,17,0.0
Labor Market Flexibility,structural,dsge,government_debt,18,0.0
Labor Market Flexibility,structural,dsge,government_debt,19,0.0
Labor Market Flexibility,structural,dsge,government_debt,20,0.0
Labor Market Flexibility,structural,dsge,trade_balance,0,0.0
Labor Market Flexibility,structural,dsge,trade_balance,1,-0.02581636233499956
Labor Market Flexibility,structural,dsge,trade_balance,2,0.028807429312759855
Labor Market Flexibility,structural,dsge,trade_balance,3,0.06670888721855174
Labor Market Flexibility,structural,dsge,trade_balance,4,0.09480646260939767
Labor Market Flexibility,structural,dsge,trade_balance,5,0.14297814861921201
Labor Market Flexibility,structural,dsge,trade_balance,6,0.1897698876282972
Labor Market Flexibility,structural,dsge,trade_balance,7,0.2168040308380801
Labor Market Flexibility,structural,dsge,trade_balance,8,0.18558429930605275
Labor Market Flexibility,structural,dsge,trade_balance,9,0.18709771912678322
Labor Market Flexibility,structural,dsge,trade_balance,10,0.1810421064964251
Labor Market Flexibility,structural,dsge,trade_balance,11,0.1474016130329455
Labor Market Flexibility,structural,dsge,trade_balance,12,0.18191638691180628
Labor Market Flexibility,structural,dsge,trade_balance,13,0.18349859902932433
Labor Market Flexibility,structural,dsge,trade_balance,14,0.22732953613173162
Labor Market Flexibility,structural,dsge,trade_balance,15,0.17889133600239232
Labor Market Flexibility,structural,dsge,trade_balance,16,0.1879002235241651
Labor Market Flexibility,structural,dsge,trade_balance,17,0.1452868573205764
Labor Market Flexibility,structural,dsge,trade_balance,18,0.08812331259381972
Labor Market Flexibility,structural,dsge,trade_balance,19,0.09380508813675399
Labor Market Flexibility,structural,dsge,trade_balance,20,0.050195258516206764
Labor Market Flexibility,structural,dsge,real_exchange_rate,0,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,1,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,2,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,3,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,4,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,5,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,6,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,7,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,8,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,9,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,10,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,11,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,12,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,13,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,14,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,15,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,16,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,17,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,18,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,19,0.0
Labor Market Flexibility,structural,dsge,real_exchange_rate,20,0.0
Labor Market Flexibility,structural,neg,gdp_growth,0,0.0
Labor Market Flexibility,structural,neg,gdp_growth,1,0.027180198452774654
Labor Market Flexibility,structural,neg,gdp_growth,2,0.10187417743991278
Labor Market Flexibility,structural,neg,gdp_growth,3,0.2543215168048699
Labor Market Flexibility,structural,neg,gdp_growth,4,0.4116601937426472
Labor Market Flexibility,structural,neg,gdp_growth,5,0.4249471273351391
Labor Market Flexibility,structural,neg,gdp_growth,6,0.5343880257157408
Labor Market Flexibility,structural,neg,gdp_growth,7,0.6336145252645645
Labor Market Flexibility,structural,neg,gdp_growth,8,0.5891940283792472
Labor Market Flexibility,structural,neg,gdp_growth,9,0.5215103616016394
Labor Market Flexibility,structural,neg,gdp_growth,10,0.576888885585024
Labor Market Flexibility,structural,neg,gdp_growth,11,0.5218417838493021
Labor Market Flexibility,structural,neg,gdp_growth,12,0.5217152678846355
Labor Market Flexibility,structural,neg,gdp_growth,13,0.5604401755000934
Labor Market Flexibility,structural,neg,gdp_growth,14,0.4425053050123253
Labor Market Flexibility,structural,neg,gdp_growth,15,0.45281249620488684
Labor Market Flexibility,structural,neg,gdp_growth,16,0.516431626399934
Labor Market Flexibility,structural,neg,gdp_growth,17,0.38233788109530037
Labor Market Flexibility,structural,neg,gdp_growth,18,0.3455156140396134
Labor Market Flexibility,structural,neg,gdp_growth,19,0.16919292258747937
Labor Market Flexibility,structural,neg,gdp_growth,20,0.03215874146293285
Labor Market Flexibility,structural,neg,inflation,0,0.0
Labor Market Flexibility,structural,neg,inflation,1,0.0
Labor Market Flexibility,structural,neg,inflation,2,0.0
Labor Market Flexibility,structural,neg,inflation,3,0.0
Labor Market Flexibility,structural,neg,inflation,4,0.0
Labor Market Flexibility,structural,neg,inflation,5,0.0
Labor Market Flexibility,structural,neg,inflation,6,0.0
Labor Market Flexibility,structural,neg,inflation,7,0.0
Labor Market Flexibility,structural,neg,inflation,8,0.0
Labor Market Flexibility,structural,neg,inflation,9,0.0
Labor Market Flexibility,structural,neg,inflation,10,0.0
Labor Market Flexibility,structural,neg,inflation,11,0.0
Labor Market Flexibility,structural,neg,inflation,12,0.0
Labor Market Flexibility,structural,neg,inflation,13,0.0
Labor Market Flexibility,structural,neg,inflation,14,0.0
Labor Market Flexibility,structural,neg,inflation,15,0.0
Labor Market Flexibility,structural,neg,inflation,16,0.0
Labor Market Flexibility,structural,neg,inflation,17,0.0
Labor Market Flexibility,structural,neg,inflation,18,0.0
Labor Market Flexibility,structural,neg,inflation,19,0.0
Labor Market Flexibility,structural,neg,inflation,20,0.0
Labor Market Flexibility,structural,neg,unemployment,0,0.0
Labor Market Flexibility,structural,neg,unemployment,1,0.02918419924141862
Labor Market Flexibility,structural,neg,unemployment,2,-0.07226752552737237
Labor Market Flexibility,structural,neg,unemployment,3,-0.16265042011998326
Labor Market Flexibility,structural,neg,unemployment,4,-0.2490196180496887
Labor Market Flexibility,structural,neg,unemployment,5,-0.3745911890593207
Labor Market Flexibility,structural,neg,unemployment,6,-0.4236482431157589
Labor Market Flexibility,structural,neg,unemployment,7,-0.4134044442283308
Labor Market Flexibility,structural,neg,unemployment,8,-0.35342252961982845
Labor Market Flexibility,structural,neg,unemployment,9,-0.3816202051962544
Labor Market Flexibility,structural,neg,unemployment,10,-0.46487534693993526
Labor Market Flexibility,structural,neg,unemployment,11,-0.3823922015295177
Labor Market Flexibility,structural,neg,unemployment,12,-0.4104184517220528
Labor Market Flexibility,structural,neg,unemployment,13,-0.42195195745209146
Labor Market Flexibility,structural,neg,unemployment,14,-0.37102655306500887
Labor Market Flexibility,structural,neg,unemployment,15,-0.35445489887096004
Labor Market Flexibility,structural,neg,unemployment,16,-0.3583958096925278
Labor Market Flexibility,structural,neg,unemployment,17,-0.34932587651775865
Labor Market Flexibility,structural,neg,unemployment,18,-0.24934007309364
Labor Market Flexibility,structural,neg,unemployment,19,-0.14498846919093114
Labor Market Flexibility,structural,neg,unemployment,20,-0.04048645657612437
Labor Market Flexibility,structural,neg,current_account,0,0.0
Labor Market Flexibility,structural,neg,current_account,1,0.0
Labor Market Flexibility,structural,neg,current_account,2,0.0
Labor Market Flexibility,structural,neg,current_account,3,0.0
Labor Market Flexibility,structural,neg,current_account,4,0.0
Labor Market Flexibility,structural,neg,current_account,5,0.0
Labor Market Flexibility,structural,neg,current_account,6,0.0
Labor Market Flexibility,structural,neg,current_account,7,0.0
Labor Market Flexibility,structural,neg,current_account,8,0.0
Labor Market Flexibility,structural,neg,current_account,9,0.0
Labor Market Flexibility,structural,neg,current_account,10,0.0
Labor Market Flexibility,structural,neg,current_account,11,0.0
Labor Market Flexibility,structural,neg,current_account,12,0.0
Labor Market Flexibility,structural,neg,current_account,13,0.0
Labor Market Flexibility,structural,neg,current_account,14,0.0
Labor Market Flexibility,structural,neg,current_account,15,0.0
Labor Market Flexibility,structural,neg,current_account,16,0.0
Labor Market Flexibility,structural,neg,current_account,17,0.0
Labor Market Flexibility,structural,neg,current_account,18,0.0
Labor Market Flexibility,structural,neg,current_account,19,0.0
Labor Market Flexibility,structural,neg,current_account,20,0.0
Labor Market Flexibility,structural,neg,government_debt,0,0.0
Labor Market Flexibility,structural,neg,government_debt,1,0.0
Labor Market Flexibility,structural,neg,government_debt,2,0.0
Labor Market Flexibility,structural,neg,government_debt,3,0.0
Labor Market Flexibility,structural,neg,government_debt,4,0.0
Labor Market Flexibility,structural,neg,government_debt,5,0.0
Labor Market Flexibility,structural,neg,government_debt,6,0.0
Labor Market Flexibility,structural,neg,government_debt,7,0.0
Labor Market Flexibility,structural,neg,government_debt,8,0.0
Labor Market Flexibility,structural,neg,government_debt,9,0.0
Labor Market Flexibility,structural,neg,government_debt,10,0.0
Labor Market Flexibility,structural,neg,government_debt,11,0.0
Labor Market Flexibility,structural,neg,government_debt,12,0.0
Labor Market Flexibility,structural,neg,government_debt,13,0.0
Labor Market Flexibility,structural,neg,government_debt,14,0.0
Labor Market Flexibility,structural,neg,government_debt,15,0.0
Labor Market Flexibility,structural,neg,government_debt,16,0.0
Labor Market Flexibility,structural,neg,government_debt,17,0.0
Labor Market Flexibility,structural,neg,government_debt,18,0.0
Labor Market Flexibility,structural,neg,government_debt,19,0.0
Labor Market Flexibility,structural,neg,government_debt,20,0.0
Labor Market Flexibility,structural,neg,trade_balance,0,0.0
Labor Market Flexibility,structural,neg,trade_balance,1,-0.043027270558332595
Labor Market Flexibility,structural,neg,trade_balance,2,0.048012382187933085
Labor Market Flexibility,structural,neg,trade_balance,3,0.11118147869758621
Labor Market Flexibility,structural,neg,trade_balance,4,0.15801077101566277
Labor Market Flexibility,structural,neg,trade_balance,5,0.23829691436535333
Labor Market Flexibility,structural,neg,trade_balance,6,0.31628314604716196
Labor Market Flexibility,structural,neg,trade_balance,7,0.3613400513968001
Labor Market Flexibility,structural,neg,trade_balance,8,0.3093071655100879
Labor Market Flexibility,structural,neg,trade_balance,9,0.311829531877972
Labor Market Flexibility,structural,neg,trade_balance,10,0.3017368441607085
Labor Market Flexibility,structural,neg,trade_balance,11,0.24566935505490914
Labor Market Flexibility,structural,neg,trade_balance,12,0.3031939781863438
Labor Market Flexibility,structural,neg,trade_balance,13,0.3058309983822072
Labor Market Flexibility,structural,neg,trade_balance,14,0.3788825602195527
Labor Market Flexibility,structural,neg,trade_balance,15,0.2981522266706539
Labor Market Flexibility,structural,neg,trade_balance,16,0.31316703920694183
Labor Market Flexibility,structural,neg,trade_balance,17,0.2421447622009606
Labor Market Flexibility,structural,neg,trade_balance,18,0.1468721876563662
Labor Market Flexibility,structural,neg,trade_balance,19,0.15634181356125662
Labor Market Flexibility,structural,neg,trade_balance,20,0.08365876419367793
Labor Market Flexibility,structural,neg,real_exchange_rate,0,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,1,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,2,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,3,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,4,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,5,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,6,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,7,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,8,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,9,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,10,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,11,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,12,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,13,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,14,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,15,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,16,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,17,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,18,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,19,0.0
Labor Market Flexibility,structural,neg,real_exchange_rate,20,0.0
Labor Market Flexibility,structural,search_matching,gdp_growth,0,0.0
Labor Market Flexibility,structural,search_matching,gdp_growth,1,0.021140154352158064
Labor Market Flexibility,structural,search_matching,gdp_growth,2,0.07923547134215438
Labor Market Flexibility,structural,search_matching,gdp_growth,3,0.19780562418156547
Labor Market Flexibility,structural,search_matching,gdp_growth,4,0.3201801506887255
Labor Market Flexibility,structural,search_matching,gdp_growth,5,0.3305144323717748
Labor Market Flexibility,structural,search_matching,gdp_growth,6,0.4156351311122429
Labor Market Flexibility,structural,search_matching,gdp_growth,7,0.49281129742799457
Labor Market Flexibility,structural,search_matching,gdp_growth,8,0.4582620220727478
Labor Market Flexibility,structural,search_matching,gdp_growth,9,0.4056191701346084
Labor Market Flexibility,structural,search_matching,gdp_growth,10,0.44869135545501865
Labor Market Flexibility,structural,search_matching,gdp_growth,11,0.4058769429939016
Labor Market Flexibility,structural,search_matching,gdp_growth,12,0.40577854168804983
Labor Market Flexibility,structural,search_matching,gdp_growth,13,0.4358979142778504
Labor Market Flexibility,structural,search_matching,gdp_growth,14,0.34417079278736407
Labor Market Flexibility,structural,search_matching,gdp_growth,15,0.3521874970482453
Labor Market Flexibility,structural,search_matching,gdp_growth,16,0.4016690427555042
Labor Market Flexibility,structural,search_matching,gdp_growth,17,0.2973739075185669
Labor Market Flexibility,structural,search_matching,gdp_growth,18,0.26873436647525484
Labor Market Flexibility,structural,search_matching,gdp_growth,19,0.13159449534581727
Labor Market Flexibility,structural,search_matching,gdp_growth,20,0.025012354471169992
Labor Market Flexibility,structural,search_matching,inflation,0,0.0
Labor Market Flexibility,structural,search_matching,inflation,1,0.0
Labor Market Flexibility,structural,search_matching,inflation,2,0.0
Labor Market Flexibility,structural,search_matching,inflation,3,0.0
Labor Market Flexibility,structural,search_matching,inflation,4,0.0
Labor Market Flexibility,structural,search_matching,inflation,5,0.0
Labor Market Flexibility,structural,search_matching,inflation,6,0.0
Labor Market Flexibility,structural,search_matching,inflation,7,0.0
Labor Market Flexibility,structural,search_matching,inflation,8,0.0
Labor Market Flexibility,structural,search_matching,inflation,9,0.0
Labor Market Flexibility,structural,search_matching,inflation,10,0.0
Labor Market Flexibility,structural,search_matching,inflation,11,0.0
Labor Market Flexibility,structural,search_matching,inflation,12,0.0
Labor Market Flexibility,structural,search_matching,inflation,13,0.0
Labor Market Flexibility,structural,search_matching,inflation,14,0.0
Labor Market Flexibility,structural,search_matching,inflation,15,0.0
Labor Market Flexibility,structural,search_matching,inflation,16,0.0
Labor Market Flexibility,structural,search_matching,inflation,17,0.0
Labor Market Flexibility,structural,search_matching,inflation,18,0.0
Labor Market Flexibility,structural,search_matching,inflation,19,0.0
Labor Market Flexibility,structural,search_matching,inflation,20,0.0
Labor Market Flexibility,structural,search_matching,unemployment,0,0.0
Labor Market Flexibility,structural,search_matching,unemployment,1,0.04489876806372095
Labor Market Flexibility,structural,search_matching,unemployment,2,-0.1111808085036498
Labor Market Flexibility,structural,search_matching,unemployment,3,-0.25023141556920503
Labor Market Flexibility,structural,search_matching,unemployment,4,-0.38310710469182874
Labor Market Flexibility,structural,search_matching,unemployment,5,-0.5762941370143396
Labor Market Flexibility,structural,search_matching,unemployment,6,-0.6517665278703982
Labor Market Flexibility,structural,search_matching,unemployment,7,-0.636006837274355
Labor Market Flexibility,structural,search_matching,unemployment,8,-0.5437269686458899
Labor Market Flexibility,structural,search_matching,unemployment,9,-0.5871080079942376
Labor Market Flexibility,structural,search_matching,unemployment,10,-0.7151928414460542
Labor Market Flexibility,structural,search_matching,unemployment,11,-0.5882956946607965
Labor Market Flexibility,structural,search_matching,unemployment,12,-0.631413002649312
Labor Market Flexibility,structural,search_matching,unemployment,13,-0.6491568576186023
Labor Market Flexibility,structural,search_matching,unemployment,14,-0.5708100816384752
Labor Market Flexibility,structural,search_matching,unemployment,15,-0.5453152290322462
Labor Market Flexibility,structural,search_matching,unemployment,16,-0.5513781687577352
Labor Market Flexibility,structural,search_matching,unemployment,17,-0.5374244254119365
Labor Market Flexibility,structural,search_matching,unemployment,18,-0.3836001124517538
Labor Market Flexibility,structural,search_matching,unemployment,19,-0.2230591833706633
Labor Market Flexibility,structural,search_matching,unemployment,20,-0.06228685627096056
Labor Market Flexibility,structural,search_matching,current_account,0,0.0
Labor Market Flexibility,structural,search_matching,current_account,1,0.0
Labor Market Flexibility,structural,search_matching,current_account,2,0.0
Labor Market Flexibility,structural,search_matching,current_account,3,0.0
Labor Market Flexibility,structural,search_matching,current_account,4,0.0
Labor Market Flexibility,structural,search_matching,current_account,5,0.0
Labor Market Flexibility,structural,search_matching,current_account,6,0.0
Labor Market Flexibility,structural,search_matching,current_account,7,0.0
Labor Market Flexibility,structural,search_matching,current_account,8,0.0
Labor Market Flexibility,structural,search_matching,current_account,9,0.0
Labor Market Flexibility,structural,search_matching,current_account,10,0.0
Labor Market Flexibility,structural,search_matching,current_account,11,0.0
Labor Market Flexibility,structural,search_matching,current_account,12,0.0
Labor Market Flexibility,structural,search_matching,current_account,13,0.0
Labor Market Flexibility,structural,search_matching,current_account,14,0.0
Labor Market Flexibility,structural,search_matching,current_account,15,0.0
Labor Market Flexibility,structural,search_matching,current_account,16,0.0
Labor Market Flexibility,structural,search_matching,current_account,17,0.0
Labor Market Flexibility,structural,search_matching,current_account,18,0.0
Labor Market Flexibility,structural,search_matching,current_account,19,0.0
Labor Market Flexibility,structural,search_matching,current_account,20,0.0
Labor Market Flexibility,structural,search_matching,government_debt,0,0.0
Labor Market Flexibility,structural,search_matching,government_debt,1,0.0
Labor Market Flexibility,structural,search_matching,government_debt,2,0.0
Labor Market Flexibility,structural,search_matching,government_debt,3,0.0
Labor Market Flexibility,structural,search_matching,government_debt,4,0.0
Labor Market Flexibility,structural,search_matching,government_debt,5,0.0
Labor Market Flexibility,structural,search_matching,government_debt,6,0.0
Labor Market Flexibility,structural,search_matching,government_debt,7,0.0
Labor Market Flexibility,structural,search_matching,government_debt,8,0.0
Labor Market Flexibility,structural,search_matching,government_debt,9,0.0
Labor Market Flexibility,structural,search_matching,government_debt,10,0.0
Labor Market Flexibility,structural,search_matching,government_debt,11,0.0
Labor Market Flexibility,structural,search_matching,government_debt,12,0.0
Labor Market Flexibility,structural,search_matching,government_debt,13,0.0
Labor Market Flexibility,structural,search_matching,government_debt,14,0.0
Labor Market Flexibility,structural,search_matching,government_debt,15,0.0
Labor Market Flexibility,structural,search_matching,government_debt,16,0.0
Labor Market Flexibility,structural,search_matching,government_debt,17,0.0
Labor Market Flexibility,structural,search_matching,government_debt,18,0.0
Labor Market Flexibility,structural,search_matching,government_debt,19,0.0
Labor Market Flexibility,structural,search_matching,government_debt,20,0.0
Labor Market Flexibility,structural,search_matching,trade_balance,0,0.0
Labor Market Flexibility,structural,search_matching,trade_balance,1,-0.017210908223333037
Labor Market Flexibility,structural,search_matching,trade_balance,2,0.019204952875173237
Labor Market Flexibility,structural,search_matching,trade_balance,3,0.044472591479034485
Labor Market Flexibility,structural,search_matching,trade_balance,4,0.0632043084062651
Labor Market Flexibility,structural,search_matching,trade_balance,5,0.09531876574614133
Labor Market Flexibility,structural,search_matching,trade_balance,6,0.1265132584188648
Labor Market Flexibility,structural,search_matching,trade_balance,7,0.14453602055872006
Labor Market Flexibility,structural,search_matching,trade_balance,8,0.12372286620403516
Labor Market Flexibility,structural,search_matching,trade_balance,9,0.12473181275118882
Labor Market Flexibility,structural,search_matching,trade_balance,10,0.1206947376642834
Labor Market Flexibility,structural,search_matching,trade_balance,11,0.09826774202196366
Labor Market Flexibility,structural,search_matching,trade_balance,12,0.12127759127453752
Labor Market Flexibility,structural,search_matching,trade_balance,13,0.12233239935288288
Labor Market Flexibility,structural,search_matching,trade_balance,14,0.1515530240878211
Labor Market Flexibility,structural,search_matching,trade_balance,15,0.11926089066826155
Labor Market Flexibility,structural,search_matching,trade_balance,16,0.12526681568277673
Labor Market Flexibility,structural,search_matching,trade_balance,17,0.09685790488038425
Labor Market Flexibility,structural,search_matching,trade_balance,18,0.05874887506254649
Labor Market Flexibility,structural,search_matching,trade_balance,19,0.06253672542450266
Labor Market Flexibility,structural,search_matching,trade_balance,20,0.033463505677471174
Labor Market Flexibility,structural,search_matching,real_exchange_rate,0,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,1,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,2,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,3,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,4,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,5,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,6,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,7,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,8,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,9,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,10,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,11,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,12,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,13,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,14,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,15,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,16,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,17,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,18,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,19,0.0
Labor Market Flexibility,structural,search_matching,real_exchange_rate,20,0.0
Financial Sector Development,structural,cge,gdp_growth,0,0.0
Financial Sector Development,structural,cge,gdp_growth,1,0.16391567049370678
Financial Sector Development,structural,cge,gdp_growth,2,0.779372780613509
Financial Sector Development,structural,cge,gdp_growth,3,1.8637372175732285
Financial Sector Development,structural,cge,gdp_growth,4,2.977599852614648
Financial Sector Development,structural,cge,gdp_growth,5,3.222729386341299
Financial Sector Development,structural,cge,gdp_growth,6,3.22273480420677
Financial Sector Development,structural,cge,gdp_growth,7,3.821140229117439
Financial Sector Development,structural,cge,gdp_growth,8,3.5532534606204598
Financial Sector Development,structural,cge,gdp_growth,9,3.1450734526414657
Financial Sector Development,structural,cge,gdp_growth,10,3.4790448143833683
Financial Sector Development,structural,cge,gdp_growth,11,3.147072161371887
Financial Sector Development,structural,cge,gdp_growth,12,3.146309181321815
Financial Sector Development,structural,cge,gdp_growth,13,3.379847549616791
Financial Sector Development,structural,cge,gdp_growth,14,1.8436175192629263
Financial Sector Development,structural,cge,gdp_growth,15,1.080777115270699
Financial Sector Development,structural,cge,gdp_growth,16,0.639445115350479
Financial Sector Development,structural,cge,inflation,0,0.0
Financial Sector Development,structural,cge,inflation,1,0.0
Financial Sector Development,structural,cge,inflation,2,0.0
Financial Sector Development,structural,cge,inflation,3,0.0
Financial Sector Development,structural,cge,inflation,4,0.0
Financial Sector Development,structural,cge,inflation,5,0.0
Financial Sector Development,structural,cge,inflation,6,0.0
Financial Sector Development,structural,cge,inflation,7,0.0
Financial Sector Development,structural,cge,inflation,8,0.0
Financial Sector Development,structural,cge,inflation,9,0.0
Financial Sector Development,structural,cge,inflation,10,0.0
Financial Sector Development,structural,cge,inflation,11,0.0
Financial Sector Development,structural,cge,inflation,12,0.0
Financial Sector Development,structural,cge,inflation,13,0.0
